ID,quote,Author
839,"“How far can your imagination take you? I don't know. That's up to you, but I think you should find out.”","
    Destiny Booze
  "
840,"“At dawn, we awake to new dreams, new times, a new life. Each day is a time to start again, a blank slate to fill with daily wishes, daily dreams. Each day is a new life with new opportunity to be whoever we want to be.”","
    Avina Celeste
  "
841,“You can't,"
    Curtis Tyrone Jones
  "
842,"“If you can show people how to build castles, make sure you do not neglect building and nurturing your own.”","
    Suzy Kassem,
  "
843,“The most unlucky generation is the one which couldn't produce a hero to look upto.”,"
    Amit Kalantri,
  "
844,"“I m human, I m not perfect. Although, I make mistakes all the time.”","
    Chetan bhagat
  "
845,"“Get off the treadmill of consumption, replication, and mediocrity. Begin lifting the weights of creativity, originality, and success.”","
    Ryan Lilly
  "
846,“Momentum builds success.”,"
    Suzy Kassem,
  "
847,"“Like everything else, we know the futility of money only when we have more than enough of it.”","
    R. N. Prasher
  "
848,"“Nothing is permanent in my mysterious world, even my moments of belief - Jenifer”","
    Durgesh Satpathy,
  "
849,"“Entertainment is temporary happiness, but the real happiness is permanent entertainment.”","
    Amit Kalantri
  "
850,"“Health is hearty, health is harmony, health is happiness.”","
    Amit Kalantri,
  "
851,"“The decision is your own voice, an opinion is the echo of someone else's voice.”","
    Amit Kalantri,
  "
852,“Don't let him take who you are. Make him fear who you'll become.”,"
    Mary Weber,
  "
853,“Killing a cruelty is not a cruelty.”,"
    Amit Kalantri
  "
854,"“If you can't impress them with your argument, impress them with your actions.”","
    Amit Kalantri,
  "
855,“Common man's patience will bring him more happiness than common man's power.”,"
    Amit Kalantri,
  "
856,“There is nothing that works out for the worst that won't work out for the better.”,"
    Karldon Okruta
  "
857,"“If you've delayed achieving your goals, have you ever asked yourself, ""What's stopping you?”","
    Elizabeth Parker,
  "
858,“Self -pity is the worst form of poison. It kills a person without the person realizing it ~ Aarush Kashyap”,"
    Kirtida Gautam
  "
859,"“The time is now, the person is you; better your life and become a name to conjure with in this day and age.”","
    Ifeanyi Enoch Onuoha,
  "
860,"“Mixing old wine with new wine is stupidity, but mixing old wisdom with new wisdom is maturity.”","
    Amit Kalantri,
  "
861,“It is our action that determines the viability of our dream.”,"
    Steve Maraboli,
  "
862,"“To become, you must first believe.”","
    Lailah Gifty Akita
  "
863,“Best Way to Stay Happy is to be busy.”,"
    Dipika Agarwal
  "
864,"“Always be happy, you never know how happy you can make another by just being happy.”","
    Ogwo David Emenike,
  "
865,"“Let people be the pursuits of happiness, you be the pursuit of perfection.”","
    Amit Kalantri
  "
866,"“You're going to find the people that make it work NEVER quit, quitting is NOT an option.”","
    Bob Proctor
  "
867,“You have tried to be superior in an ordinary realm. Now you must learn to be ordinary in a superior realm.”,"
    Dan Millman,
  "
868,"“The greatest reward for a man's failure is not necessarily the consequent success, but what he becomes by it.”","
    Ogwo David Emenike,
  "
869,"“jika sebuah mata harus dibalas dengan sebuah mata, hanya akan membuat seluruh dunia ini buta”","
    Mahatma Gandhi
  "
870,“mereka tidak dapat mengambil harga diri kita kalau kita tidak memberikannya kepada mereka”,"
    Mahatma Gandhi,
  "
871,"“It's not about perfect. It's about effort. And when you bring that effort every single day, that's where transformation happens. That's how change occurs.”","
    Jillian Michaels
  "
872,"“The way you live your day is a sentence in the story of your life. Each day you make the choice whether the sentence ends with a period, question mark, or exclamation point.”","
    Steve Maraboli,
  "
873,"“The universe doesn’t give you what you ask for with your thoughts; it gives you what you demand with your actions. In essence, you don't get what you WANT, you get what you ARE.”","
    Steve Maraboli,
  "
874,“Acceptance makes an incredible fertile soil for the seeds of change.”,"
    Steve Maraboli
  "
875,"“...Or we can blaze! Become legends in our own time, strike fear in the heart of mediocre talent everywhere! We can scald dogs, put records out of reach! Make the stands gasp as we blow into an unearthly kick from three hundred yards out! We can become God's own messengers delivering the dreaded scrolls! We can race dark Satan himself till he wheezes fiery cinders down the back straightaway....They'll speak our names in hushed tones, 'those guys are animals' they'll say! We can lay it on the line, bust a gut, show them a clean pair of heels. We can sprint the turn on a spring breeze and feel the winter leave our feet! We can, by God, let our demons loose and just wail on!”","
    John L. Parker Jr.,
  "
876,“Procrastination is the bad habit of putting of until the day after tomorrow what should have been done the day before yesterday.”,"
    Napoleon Hill
  "
877,“A life without regret can be attained by full awareness of one's actions in their present moment.”,"
    Michelle D. Rosado
  "
878,"“Instead of bracing yourself for the perils of the unknown, embrace the joy that is here, in your present moment.”","
    Michelle D. Rosado
  "
879,“Athletes who are able to stay completely focused in pursuit of their dreams are the ones that are most likely to become champions.”,"
    Steve Backley,
  "
880,"“There’s a Chinese proverb that says “Wisdom is avoiding all thoughts that weaken you & embracing those that strengthen you” Your mind is like a Ferrari (Or your favorite car) it is Awesome!...but if you put sand on the gas tank it won’t run. Don’t put sand (negativity) on your mind. Think positive, encouraging, uplifting thoughts, & the negative will soon evaporate.”","
    Pablo
  "
